class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,31470,0,,0,0,0,0,0,0,528,133666,1518002,493318,4356,0,995060,0,0,,0,0,1934296,1748104,307010,148130,0,0,0,0,0,0,0,0,0,0,0,8946,730418,1385328,25178,0,5906,2536,2452,3906,802720,1329756,2594,0,0,0,891754,337228,203548,154702,139114,202140,209324,12060,0,0,2241552,56,686,362,26,995060,22404,154474,151286,185240,0,0,117500,31470.34,2241552,2241552,,13977,476600,,1027020,,1209600,0,,,,1968709.44,0,176648.64,,,0,0,0,16360,810236,1214824,94908,10520,2938,84,,0,2241552,4620,380,139040,63944,358312,1512848,68762,1964,0,0,,,,,,,,,,1320,126,,,,,,,,,12378,37482,5732,0,0,80336,10042,4846380,732630,0,0,0,0,,,,188680,527146,344930,162110,337992,349852,171348,51712,16100,0,0,0
neg,239254,,,,,0,0,0,0,83904,3986038,8817034,2002258,19338,0,5439648,0,0,,208,792,12226420,10549988,3473758,1566582,,0,0,0,,,0,0,0,0,0,183772,7873142,6169854,681804,0,15392,13566,23610,85716,9870718,4898176,1376,18,0,0,6662054,2293494,1185720,824422,643674,635602,1519418,1121614,22574,0,15702986,,,,,5439648,189090,2045858,1421422,311780,280780,256000,276080,239254.95,15702986,15702986,,95069,,,1150120,,1209600,,,,,13578182.4,0.0,1319882.88,,,0,0,13750,1223260,7204488,5762108,577338,105324,21588,716,,,15702986,16142,2972,759232,532314,2242416,10768104,573046,14346,0,0,,,,,,,,,,,,,,,,,,,,104682,,,,,,,,,,,,,,,,1395908,2474450,1799314,1020884,2773514,3021748,1835336,492036,93028,2354,,
neg,66668,394,382,0,0,0,0,0,0,230770,2292412,1107268,93042,3634,0,1779246,0,0,0,62,256,3389276,2933620,1114822,350106,0,0,0,0,116,2008,0,0,0,0,0,0,0,936224,2790902,0,4568,2750,4282,6188,46928,3662370,40,0,0,0,767204,1414406,796902,287248,138670,81096,52096,80906,104380,4218,4505026,3738,1604,4904,2,1779246,44958,759606,347528,319840,305160,282420,198760,66668.16,4505026,4505026,4506608,21475,1560,81466,866980,3727126,1209600,79172,0,52,0,3331535.04,0.0,392007.36,22,1616,0,0,12598,1592656,1585458,465904,58454,10738,1318,0,94,110,4505026,6836,934,100276,216698,95062,982096,2286800,38202,222,0,832,4832,3140836,1760612,0,160,0,0,3359808,2372,366,0,0,0,0,0,0,0,0,23056,9444,2962,7063006,916522,101658,13462,233380,38728,4416550,27438,0,0,26668240,1858.46,1850,418116,513324,198974,85160,193886,382764,737506,1179090,18306,0,0,0
neg,32734,604,540,0,0,0,0,0,0,1328,34104,1845362,409556,44436,7940,1047114,0,0,0,0,0,1993106,1625452,533716,312622,0,0,5552,0,1750,292,0,0,0,0,0,0,557892,1784834,0,0,2228,1500,3144,224110,1624182,487538,24,0,0,0,902998,585346,265660,149592,98900,75074,94014,170996,146,0,2527306,4,10,56,14,1047114,35010,275272,255264,235200,264880,,28020,32734.58,2527306,2527306,2523574,14411,5918,6582,101960,2342726,1209600,66592,0,198,0,2107376.64,0.0,233266.56,0,0,0,0,0,748,801976,1191608,323940,19816,4386,252,1396,1416,2527306,3772,580,33576,161702,187858,1712352,238938,3928,20,0,896,806,279046,2862,24,344,0,0,2119416,1698,200,0,0,0,0,0,0,0,0,18862,11250,2168,0,0,65264,13064,9750920,1030994,0,0,0,0,2734600,1158.56,1158,246906,606426,383008,171366,396896,309336,117586,50842,57992,2368,0,0
neg,61198,0,,0,0,0,0,0,0,3528,218580,2676612,881950,5416,0,1935564,0,54,0,0,0,3397778,3004198,945612,312554,0,0,0,0,0,0,0,0,0,0,0,51028,1133196,2494126,107736,0,6012,1948,2714,6168,1718938,2050178,124,4,0,0,1414514,513268,304924,221526,182228,186008,314362,514666,132104,2486,4344204,230,402,534,250,1935564,52404,629898,311642,263600,255740,324940,91800,61197.3,4344204,4344204,4293764,29480,289456,65334,706520,3786086,1209600,0,,,,3483148.8,0.0,295663.68,,,0,0,0,36106,1329480,2071646,318634,24288,5814,118,,0,4344204,6912,666,162802,156182,419830,2864760,169838,5096,0,0,,,,,,,,,,2740,146,0,0,0,0,0,0,0,0,28516,61248,9072,0,0,137236,22348,6569880,983290,0,0,0,0,1734200,,,320890,758460,540078,268822,546872,497622,320156,178654,318332,36200,0,0
neg,100950,2130706432,284,0,0,0,0,0,0,114720,3076042,2936778,207078,4758,0,2647830,5822,0,0,0,0,5508656,4639986,1170782,770150,0,0,0,0,714,218,0,0,0,0,0,10976,2845466,546788,2936146,0,3168,1042,2248,13342,2092656,4226454,466,0,0,0,1648354,2161848,763842,498084,374530,312048,331084,249514,72,0,6680270,418,562,730,34,2647830,78906,605298,560304,221400,199360,209080,106100,100950.25,6680270,6680270,6689908,36260,26504,55608,621060,6339376,1209600,136082,2,106,0,5623810.56,0,711599.04,0,0,0,0,6684,1225786,3652400,1299724,133198,18878,2690,16,70,120,6680270,7670,930,82182,488834,173622,2953720,2575828,56450,140,0,416,522,4731730,174972,0,44472,0,36,5676868,4562,300,0,0,0,0,0,0,0,0,44632,61738,40150,0,0,124582,25404,29288140,3100640,0,0,0,0,1300430,2094.98,2232,763668,910688,660828,361990,1279214,1484010,681092,152386,45402,98,0,0
neg,26,206,60,0,0,0,0,0,10160,14484,2328,1022,0,0,0,4188,0,0,0,10138,16456,10518,15402,18438,1542,6,0,0,0,190,124,0,0,0,0,0,0,0,2364,25624,2,1018,8,12,16,34,26888,14,0,0,0,24422,1900,378,316,188,120,192,444,6,22,39132,4,2,8,0,4188,306,9910,8470,,,,18200,25.36,39132,39132,39668,61,0,3746,38860,27984,1209600,576,0,10,0,4404.48,0.0,22518.72,,,0,13160,10882,2444,640,860,2,0,0,0,30,40,39132,1026,12,34,366,9434,15132,1984,0,0,0,144,392,3988,48,0,4,0,0,4986,70,42,0,0,0,0,0,0,0,0,546,0,0,1240,124,144,46,3200,324,430,44,0,0,0,,,23802,2798,610,180,294,82,36,188,0,0,0,0
neg,39682,278,258,0,0,0,0,0,0,10880,387906,2032810,535492,41922,578,1179218,0,0,0,0,0,2574100,2130404,622152,376398,0,0,0,0,598,322,0,0,0,0,0,137260,1630414,873742,368172,0,1972,1042,1342,139724,2351342,514136,30,0,0,0,1071240,674342,231986,180928,154450,149794,205964,339072,1812,0,3196836,30,464,338,24,1179218,35638,309630,309106,246520,218700,,150840,39681.66,3196836,3196836,3158814,20244,5410,73280,771460,3009588,1209600,105428,6,210,0,2540048.64,22661.76,444802.56,0,0,0,0,60,84516,988966,1668020,245214,18138,4470,204,756,772,3196836,3976,552,81952,300014,133254,2033676,441610,14500,54,0,502,808,2105206,47396,0,8276,0,18,2576396,2356,300,0,0,420,23004,0,0,0,0,21910,35852,21572,0,0,50614,11756,15392980,1592396,41442,4844,0,0,289810,928.76,1158,495908,641702,437676,263994,632372,449682,86804,1450,0,0,0,0
neg,6020,2130706432,96,0,0,0,0,0,0,200,7854,159276,171630,0,0,142110,0,0,0,0,0,313304,282296,36534,26182,0,0,0,0,56,28,0,0,0,0,0,566,98056,164916,75422,0,102,30,66,70,2362,336304,26,0,0,0,128914,130062,51018,20710,6716,1414,126,0,0,0,349864,0,0,292,0,142110,4086,22046,14424,,,,36000,6020.19,349864,349864,357352,1112,14,34722,349200,338960,1209600,8394,2,6,0,320746.56,0.0,17988.48,0,18,0,0,0,0,56962,171176,108072,2324,426,0,2,12,349864,254,46,108,17786,5100,183398,130306,1962,0,0,110,96,321924,59414,0,26,0,8,322350,290,24,0,0,0,0,0,0,0,0,2266,4524,1748,0,0,8558,2600,1873300,187336,0,0,0,0,5020200,78.92,90,19968,36160,25784,18692,84456,151488,2364,26,22,0,0,0
neg,214028,0,,0,0,0,0,0,244,377720,8150788,12204492,6908078,1690292,384102,13941060,3110,0,0,0,0,23859554,17661302,11662904,4800902,0,0,15852,0,0,0,0,0,0,0,0,922,2336614,27376718,1462,0,53152,41696,62572,647164,16045808,12865102,194,26,2,0,15020434,4483300,1994958,1434676,1135004,1030220,1165878,2188990,1193910,68346,35537392,0,522,1200,854,13941060,595346,5948948,5691136,543780,506700,540040,128240,214028.49,35537392,35537392,34572936,167337,2221556,66668,314820,29715716,1209600,0,,,,21069694.08,0.0,8275511.04,0,0,0,0,18366,2074268,9776160,11010182,5314218,1312276,204230,6016,,6078,35537392,65038,11756,4938820,3635682,3315900,15291464,2425278,31768,10,0,,,,,,,,,,22190,882,0,0,0,2,0,0,0,0,419506,37412,6524,0,0,474370,78388,23824820,6711958,0,0,0,0,31915960,23279.8,29478,8139026,13202550,4317838,1133462,1715716,1004492,141928,27130,32588,986,0,0
neg,18,20,12,0,0,0,0,0,0,2226,2996,1084,0,0,0,2238,0,14,0,0,0,13160,11392,7686,364,0,0,0,0,2,18,0,0,0,0,0,0,0,2494,3812,0,1144,10,28,30,116,4978,0,0,0,0,4404,920,120,182,22,140,300,218,0,0,20858,0,8,0,0,2238,132,5898,1774,,,,7620,18.62,20858,20858,22120,25,0,1994,20740,6306,1209600,234,2,8,0,2060.16,0.0,3125.76,0,16,0,0,1234,3272,930,482,388,0,0,0,0,22,20858,1162,8,20,18,824,822,2390,1042,20,0,8,16,1748,222,0,0,0,0,2258,44,74,0,0,0,0,0,0,0,0,104,0,0,162,572,70,20,4060,468,0,10,0,0,0,45.3,38,4428,1212,162,20,32,36,46,370,0,0,0,0
neg,10,28,28,0,0,0,0,0,0,6566,766,1902,0,0,0,2510,0,0,0,1706,2988,5378,3882,32180,852,0,0,0,0,4,10,0,0,0,0,0,0,0,3584,5650,0,70,16,36,322,1010,290,7490,0,0,0,7770,308,104,100,50,42,514,122,118,106,39300,2,2,10,0,2510,164,28700,3404,,,,31980,10.53,39300,39300,40336,32,0,3782,39060,9268,1209600,274,2,4,0,1886.4,0.0,6075.84,2,10,0,0,6166,754,1212,516,586,0,0,0,0,8,39300,1340,10,12,8,8,808,6308,652,88,0,40,10,2352,180,0,0,0,0,2470,100,78,0,0,0,0,0,0,0,0,224,0,0,802,168,44,10,6360,632,0,6,0,0,0,93.92,40,7578,1418,66,24,22,24,60,42,0,0,0,0
neg,34,52,42,0,0,0,0,0,0,170,3998,9922,0,0,0,5448,0,0,0,0,0,13416,8304,9002,1784,0,0,0,0,134,42,0,0,0,0,0,0,14090,0,0,0,116,24,30,46,748,12878,248,0,0,0,12696,1150,184,38,10,6,2,4,0,0,22454,0,8,2,0,5448,330,3328,5636,,,,8680,33.32,22454,22454,22624,23,0,1978,22140,14090,1209600,806,0,6,0,6753.6,0.0,7245.12,0,0,0,0,0,1218,11602,1110,130,30,0,0,0,6,22454,190,32,30,240,550,3720,7818,1432,78,0,70,182,7566,34,0,36,0,0,7570,120,56,0,0,0,0,0,0,0,0,278,0,0,0,0,340,76,140,18,0,0,0,0,0,87.22,78,8172,5088,728,80,22,0,0,0,0,0,0,0
neg,43308,140,130,0,0,0,0,0,0,276,154674,1728806,672634,20554,1628,1090720,0,0,0,0,0,2323890,2068982,344646,227698,0,0,0,0,188,92,0,0,0,0,0,19338,727800,1433302,398132,0,924,410,522,36382,2253090,287182,54,6,2,0,717302,697416,309934,219448,147798,106252,144380,236042,0,0,2668688,162,40,384,2,1090720,30500,196670,146624,155520,157880,,28220,43308.83,2668688,2668688,2673982,18135,6496,22426,246460,2578572,1209600,95088,2,80,0,2353397.76,0,223842.24,0,0,0,0,0,8262,577540,1559706,419178,11904,1916,66,5252,5264,2668688,2250,276,25814,109730,117210,1827594,489782,5854,62,0,160,222,2338296,144550,0,98,0,22,2370742,1298,228,0,0,0,0,0,0,0,0,14416,44836,9038,0,0,90592,20692,73960,25878,0,0,0,0,3308870,525.84,660,237738,392438,334798,178546,356744,330462,330446,265636,150954,810,0,0
neg,14,2,2,0,0,0,0,0,0,4,1776,2112,0,0,0,772,0,0,0,0,0,4444,2730,32850,580,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3892,0,34,38,60,700,696,2364,0,0,0,0,2074,448,204,106,194,58,470,148,152,38,37310,0,4,2,0,772,112,31250,1590,,,,32740,13.63,37310,37310,42648,25,0,3678,37180,3912,1209600,258,2,2,0,1781.76,0,1039.68,4,20,0,0,0,1696,1052,1144,0,0,0,0,0,4,37310,1102,6,4,16,294,1104,1070,294,2,0,0,30,1614,172,0,0,0,0,1890,16,98,0,0,0,0,0,0,0,0,142,0,0,2614,1052,186,44,9300,930,5268,76,0,0,0,0.62,22,2164,1134,420,100,60,8,6,0,0,0,0,0
neg,40152,300,286,0,0,0,0,0,0,36832,754762,1353662,684496,23638,1646,1229938,0,0,0,0,0,2679808,2436022,345510,195186,0,0,0,0,1724,284,0,0,0,0,0,752,1020916,1688114,145254,0,1756,688,978,47330,2024760,778746,778,0,0,0,800870,791064,357926,307194,247372,169808,112836,67366,600,0,3025796,188,382,896,12,1229938,26186,219788,123334,101100,175900,,63080,40152.77,3025796,3025796,3020906,17334,408,57700,600600,2855036,1209600,86974,0,50,0,2625258.24,0,227455.68,0,0,0,0,14,223108,1063750,1190464,359646,14988,2912,154,18,72,3025796,3800,576,58790,124138,147314,2206056,291920,22170,272,0,444,842,2594484,35376,0,1176,0,28,2641900,1574,328,0,0,0,0,0,0,0,0,14714,42770,5970,0,0,75046,10272,166660,19306,0,0,0,0,10173430,925.04,1150,242966,834838,477890,228686,401640,278236,156592,84414,141590,8184,0,0
neg,58536,88,16,0,0,0,0,0,0,1010,65044,2776254,832944,22274,1580,1608062,0,0,0,0,0,3500918,3208214,395060,215886,0,0,0,0,226,114,0,0,0,0,0,50552,1008948,2435102,204504,0,3006,1536,2166,191790,3106100,394492,16,0,0,0,1223298,909206,422492,329714,261090,193098,189462,170746,0,0,3896866,650,1082,4498,12,1608062,29788,221774,171768,98300,120000,144600,24120,58535.03,3896866,3896866,3863508,23285,988,21630,258940,3699106,1209600,118848,0,26,0,3369181.44,0.0,326271.36,0,0,0,0,0,12172,822150,2294356,538232,26058,5930,208,72,192,3896866,5046,668,3248,178358,191554,2946998,360092,13042,100,0,34,80,2168978,110610,0,4938,0,0,2190408,2148,360,0,0,0,0,0,0,0,0,17960,57318,8786,0,0,120084,18448,296760,33644,0,0,0,0,629440,1367.56,1692,345096,646386,638312,323656,618162,467786,275310,148586,221126,14686,0,0
neg,60938,0,,0,0,0,0,0,0,564,200704,2779908,557076,3886,0,1861208,0,48,0,0,0,3257484,2963128,500148,226772,0,0,0,0,0,0,0,0,0,0,0,3846,2916078,622194,20,0,3018,2432,3132,6276,907180,2619864,236,0,0,0,1449376,579272,410922,335600,267716,207438,206448,85366,0,0,3758318,160,452,1688,44,1861208,39110,219628,276478,161300,185340,137580,7820,60938.78,3758318,3758318,3704160,20223,191810,8250,120980,3542138,1209600,0,,,,3130672.32,0.0,411431.04,,,0,0,0,16818,1740408,1617934,144580,19166,3228,4,,0,3758318,3208,580,172804,235754,183930,2665264,277514,3084,0,0,,,,,,,,,,3266,158,0,0,0,0,0,0,0,0,22522,37724,11290,0,0,106520,16462,5015280,731812,0,0,0,0,30938780,,,431298,479442,255462,160798,398548,555128,578782,405140,270244,7296,0,0
neg,30376,2130706432,,0,0,0,0,0,0,18082,1038346,2014332,227096,544,0,1604536,0,0,0,0,0,2494428,1580714,1005340,797712,0,0,16914,0,48274,2592,0,0,0,0,0,816254,2462630,3292,16224,0,4048,1770,1650,2130,46986,3241724,78,14,0,0,1070222,928680,282500,200988,156282,143456,282516,233756,0,0,3500948,0,18,320,0,1604536,92412,458476,543946,367340,311980,,314540,30375.44,3500948,3500948,3487434,21887,313588,97640,1069560,3298400,1209600,0,,,,2882349.12,0.0,406400.64,0,160,0,0,0,98606,758296,1732244,648894,53720,6398,242,,792,3500948,8540,1338,208064,236406,230012,1515526,1062294,35874,346,0,,,,,,,,,,4420,834,0,0,0,0,0,0,0,0,75742,20446,7912,0,0,108018,14228,33156080,4286392,0,0,0,0,994490,2156.34,2868,428216,1808336,280296,158734,320152,286012,12834,2358,1404,58,0,0
neg,0,,14,,,0,0,0,0,6190,1416,1130,0,0,0,1854,0,0,0,1382,2920,5740,5088,21338,216,,0,0,0,,,0,0,0,0,0,0,0,4094,4642,0,138,12,218,932,28,4160,3036,212,0,0,7020,422,152,80,264,66,462,72,140,58,28488,,,,,1854,168,18276,3034,,,,21120,,28488,28488,30358,32,,2772,28240,8770,1209600,,2,4,0,2419.2,0,5197.44,0,16,0,0,5966,748,932,476,614,0,0,0,0,,28488,1208,12,28,74,110,2878,3622,776,28,0,16,34,2552,100,0,0,0,0,2956,,,,,,,,,,,248,,,,,,,,,,,,,,1.52,56,6566,1780,100,38,80,78,94,0,0,0,,
neg,25366,360,190,0,0,0,0,0,240556,829116,494902,11644,0,0,0,699324,0,0,0,96688,135666,1370434,1320070,634316,92380,0,0,0,0,564,1838,0,0,0,0,0,0,5322,732718,838178,0,3698,1596,1890,3110,1029746,536178,0,0,0,0,287808,673178,286008,128828,66894,38488,26530,33688,33790,1006,2101932,92,614,2994,0,699324,21902,488652,144568,320220,,,310420,25366.66,2101932,2101932,2103586,7633,2196,86714,888340,1576218,1209600,54230,0,58,0,1381593.6,0,192181.44,10,442,0,50372,732026,644526,117604,22120,7542,2000,28,0,236,254,2101932,3626,372,1352,125494,50958,267710,1090044,36320,342,0,232,3298,1292916,502938,0,5724,0,0,1395140,1586,398,0,0,0,0,0,0,0,0,11962,7872,1860,2598854,438928,59458,10082,299500,33458,1397664,12664,0,0,24366630,1139.38,868,207328,271390,172186,58974,120520,239648,171326,327774,7072,0,0,0
neg,41634,2130706432,186,0,0,0,0,0,0,968,180582,1956294,612440,28622,0,1398322,2792,0,0,0,0,2257280,1733264,669628,466808,0,0,556,0,428,150,0,0,0,0,0,236496,1079724,1029342,433344,0,3698,3510,4228,5998,349228,2412098,146,0,0,0,755214,597606,282904,239392,215960,193500,271688,222642,0,0,2927390,14,58,56,6,1398322,48626,250090,415310,227120,306200,,130300,41634.42,2927390,2927390,2915036,21805,5362,45864,501800,2778906,1209600,88120,2,50,0,2347103.04,0.0,429913.92,28,394,0,0,0,3124,493824,1736116,513852,25216,6232,542,0,6,2927390,3454,490,2194,187032,139690,1622802,801302,21766,176,0,218,406,2111914,5392,94,700,0,10,2367218,1878,88,0,0,0,0,0,0,0,0,32592,24040,10346,0,0,74706,14878,9899220,1111194,1917644,1302,0,0,1634440,1043.54,1092,442250,506002,345798,171812,344102,286254,274868,187244,210170,10406,0,0
neg,40836,1036,1012,0,0,0,0,0,0,212,66744,1228012,1083108,21456,0,1098628,0,0,0,0,0,2219076,2003418,269114,179730,0,0,0,0,2744,1052,0,0,0,0,0,17872,350868,1800356,230436,0,1992,270,602,99832,1902598,394186,52,0,0,0,738002,563924,225990,156326,127528,143792,443490,480,0,0,2488584,0,2,44,36,1098628,28510,145238,123182,124640,133720,,7000,40835.66,2488584,2488584,2496472,13679,176,4678,65020,2399532,1209600,80302,0,54,0,2011608.96,0.0,385107.84,0,0,0,0,0,10762,334276,1070540,944492,34114,4694,654,436,440,2488584,3650,370,18194,278118,174072,1660818,262162,2148,0,0,1402,2384,2031070,3076,0,288,0,84,2032240,2152,294,0,0,0,0,0,0,0,0,13178,55002,8616,0,0,69072,18202,4300,720,0,0,0,0,835660,743.68,808,405440,358058,264168,113124,213182,147518,132188,109670,460198,195986,0,0
neg,30862,0,308,0,0,0,0,0,0,444,95104,1342084,571148,42226,4968,1109554,2846,0,0,0,0,1693456,1370758,504360,274832,0,0,0,0,0,0,0,0,0,0,0,0,810112,1245862,0,0,2152,1034,1520,275480,1418010,357728,50,0,0,0,691028,348832,136392,101198,84480,87506,185406,421132,0,0,2198198,0,0,0,0,1109554,37710,241406,259476,309860,,,189660,30861.86,2198198,2198198,2190170,17674,0,94902,983880,2055974,1209600,0,0,84,0,1806719.04,0.0,247749.12,0,0,0,0,0,4746,365280,1096890,554260,28572,5350,876,0,0,2198198,3338,406,26530,104012,69720,1316432,517718,17652,166,0,652,624,1589650,136720,66,34966,0,0,1818540,0,0,0,0,0,0,0,0,0,0,24040,0,0,0,0,0,0,0,0,0,0,0,0,0,928.26,964,260582,350606,317660,149642,370260,369510,149412,64208,24094,0,0,0
neg,14,10,,0,0,0,0,0,0,16,1534,2724,0,0,0,1310,0,0,0,0,0,3204,950,11406,1120,0,0,0,0,0,44,0,0,0,0,0,0,0,0,4274,0,76,4,6,174,832,114,3068,0,0,0,2682,498,296,90,482,114,42,54,16,0,14616,2,14,6,0,1310,98,9646,1740,,,,11300,13.49,14616,14616,15558,20,0,1374,14520,4312,1209600,0,,,,1661.76,0.0,1615.68,0,10,0,0,0,142,2990,804,298,34,6,0,,16,14616,1050,14,10,334,96,1032,1234,474,30,0,,,,,,,,,,70,28,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,79.3,36,2722,1008,356,86,86,16,0,0,0,0,0,0
neg,37272,142,134,0,0,0,0,0,188,456208,1172568,815924,107616,4514,198,1139400,0,0,0,10978,16840,2256506,1959726,387124,259548,0,0,0,0,372,108,0,0,0,0,0,62634,1583378,716704,194500,0,1528,384,792,36254,1318092,1182532,17634,0,0,0,753448,735364,202978,143134,105094,88814,120778,369738,37868,0,2655204,96,42,596,16,1139400,36320,222182,164324,165600,185600,,30720,37272.54,2655204,2655204,2653354,17508,31848,20072,229840,2557216,1209600,86506,0,112,0,2276573.76,0.0,278990.4,0,0,0,0,87956,747736,994808,647730,69512,7626,1776,72,1424,1428,2655204,3754,516,67896,115136,108508,1787276,452682,21102,346,0,306,274,1311504,64202,0,838,0,8,2294656,1932,192,0,0,0,0,0,0,0,0,19288,43324,8078,0,0,82912,15692,2317920,401818,110990,6810,0,0,1591660,982.26,1202,301568,438228,495048,288778,526172,303806,115440,45328,41972,876,0,0
neg,694,2130706432,48,0,0,0,0,0,0,32,21650,40452,4062,0,0,23990,0,0,0,0,0,65456,54282,43224,3230,0,0,0,0,136,108,0,0,0,0,0,0,0,0,66196,0,212,106,156,488,824,12994,51416,0,0,0,45134,11976,3398,1738,1100,1148,742,490,200,270,108764,8,6,6,0,23990,1114,30472,11788,,,,42100,694.32,108764,108764,109316,286,0,10504,107700,66482,1209600,2402,6,6,0,43530.24,1668.48,20244.48,0,66,0,0,0,5202,39608,20196,1144,46,0,0,4,12,108764,1076,12,102,8766,17150,36584,2480,26,0,0,40,166,45012,1430,0,24,0,0,45016,138,106,0,3524,0,0,0,0,0,0,1030,0,0,20224,5830,1106,396,244600,24432,16,14,0,0,0,1.74,130,23738,12928,4880,2254,4842,4084,3774,9696,0,0,0,0
neg,61100,0,,0,0,0,0,0,0,234,179100,3073178,1006570,55280,1516,2134442,0,0,0,0,0,3868308,3509516,629244,310316,0,0,0,0,0,0,0,0,0,0,0,4554,1221486,2465332,624506,0,1734,642,966,28382,2976822,1307324,8,0,0,0,1877082,836658,399868,372646,336462,265324,217312,10526,0,0,4498026,806,114,812,10,2134442,59266,339516,285672,185680,153240,182400,100260,61099.81,4498026,4498026,4478534,23633,47598,80540,862040,4315878,1209600,0,,,,3673872.0,0.0,639135.36,0,0,0,0,0,338,1026996,2658994,597928,27300,4154,168,,0,4498026,4306,462,66642,420448,216312,2871902,727144,8610,52,0,,,,,,,,,,2350,64,0,0,0,0,0,0,0,0,26596,73544,12742,0,0,154208,20354,10116780,1202496,0,0,0,0,1661320,1138.24,1144,653524,847308,615478,326518,717090,621440,335492,118982,78944,1102,0,0
neg,40,32,30,0,0,0,0,0,0,64,0,10672,0,0,0,3772,0,0,0,0,0,10262,7372,6384,1120,0,0,0,0,64,18,0,0,0,0,0,0,9590,0,1146,0,1322,42,66,60,3374,5872,0,0,0,0,8888,870,422,132,78,238,108,0,0,0,16664,0,2,4,0,3772,250,3650,2710,,,,6200,39.72,16664,16664,19294,28,94,1542,16520,10736,1209600,592,0,4,0,5326.08,0.0,4214.4,0,0,0,0,0,270,8332,2054,80,0,0,0,0,4,16664,1270,16,92,422,1360,2680,4144,728,24,0,56,92,4990,22,10,18,0,0,6130,56,26,0,0,0,0,0,0,0,0,162,24,6,0,0,384,86,1040,116,0,0,0,0,0,170.88,46,5804,3664,952,130,136,42,8,0,0,0,0,0
neg,2844,26,22,0,0,0,0,0,914,209160,47042,1110,0,0,0,,,,,,,,201188,,20616,0,,,,52,172,0,0,0,0,0,0,0,194,258032,0,1684,1280,1062,3692,216424,34084,0,0,0,0,91846,66658,42804,28644,7144,4058,3844,6860,2094,4274,,48,82,94,0,,,137954,29338,,,,167160,2844.67,397154,397154,396840,1091,164,39318,396480,258226,1209600,6810,6,16,0,174923.52,60554.88,21600.96,28,88,0,0,124232,115418,15280,2010,952,306,28,0,2,6,397154,1126,58,11398,63870,12740,144286,23252,1494,2,0,22,222,160300,95118,0,28,0,0,176242,302,132,0,0,30,60644,0,0,0,0,1994,120,52,462202,61946,5984,940,63000,6318,311122,878,0,0,0,232.3,154,85806,40666,18960,5896,8000,54264,43124,1382,128,0,0,0
neg,42402,0,,0,0,0,0,0,204,195638,1931786,1213186,83754,3544,0,1973272,0,0,0,8734,13194,2970134,2561266,562962,349826,0,0,0,0,0,0,0,1006,3720,5172,17074,15830,107672,936024,2341614,0,4958,1930,1642,2716,415576,2907004,94286,0,0,0,1162798,826004,313576,215592,169890,134070,94720,114114,393864,3484,3542842,238,168,796,0,1973272,87758,162838,397112,188820,175220,1310700,189840,42401.34,3542842,3542842,3496346,16588,1931158,106674,1113900,3428112,1209600,0,,,,2782204.8,0,639639.36,,,0,0,31788,774552,1595436,905930,102362,17380,664,0,,0,3542842,4798,696,3418,475680,294870,869644,1716750,62244,12,0,,,,,,,,,,3930,386,0,0,0,0,0,0,0,0,49806,23084,3048,0,0,115362,18884,5116080,2890658,0,0,0,0,8112710,,,683054,1113344,361156,104058,202244,152622,120108,136860,554202,464,0,0
